年份,省份,城市代码,地级市,人均地区生产总值,CO2排放量,碳排放强度,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,GDP,GDP增速,人均GDP,第一产业增加值,第二产业增加值,第三产业增加值,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,年末常住人口数,能源消费总量,人均能源消耗,减排效率,地区生产总值,能源消费强度,长江经济带,最早试点年份,Post_carbon,Treat_carbon,碳排放交易DID,经度,纬度,长江经济带.1,年份.1,Post_green,Treat_green,绿色金融试点DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,gfi_std
2006,福建省,350400,三明市,4535752,18465554.05,-4.07111192366778,0.13857435,0.046552,0.010599,0.021178,0.007051,0.007724,0.029018,0.014922,4565900.0,15.8,17974.5689315802,996200.0,1901100.0,1668600.0,21.7,40.9,37.4,254.02,361.99810557,1.4250771812062,4.0442,3928434,0.921481958383417,0,0,0,0,0,117.638678,26.263406,0,2006,0,0,0,0.8777023828309926,10852.084415785303,1.1850014535053917e-08,0.4839332925028141,-0.17960341842670963
2007,福建省,350400,三明市,5456879,19490008.42,-3.5716402031271,0.12435421,0.027981,0.006177,0.01351,0.003834,0.00446,0.053583,0.036724,5747700.0,15.9,22718.1818181818,1140500.0,2504300.0,2103000.0,20.8,42.1,37.1,253.0,492.02573472,1.94476574988142,3.3909,4535752,1.08477212757664,0,0,0,0,0,117.638678,26.263406,0,2007,0,0,0,0.8397556203330272,9218.525942715552,6.168988075185769e-09,0.5521245429644301,-0.3609661738067587
2008,福建省,350400,三明市,6669222,20308939.05,-3.04517364244285,0.19672199,0.059543,0.016287,0.029115,0.007907,0.006234,0.050647,0.035291,7210900.0,14.7,28613.547081465,1314100.0,3369700.0,2527100.0,19.2,45.2,35.6,252.01,534.43531676,2.12069091210666,2.8164,5456879,0.979379086030678,0,0,0,0,0,117.638678,26.263406,0,2008,0,0,0,0.7499480665934652,10210.55089151328,1.0911548524348808e-08,0.6175141504878521,0.5620078603122586
2009,福建省,350400,三明市,8002444,20872758.1,-2.60829792748315,0.18884827,0.057188,0.011763,0.025773,0.010444,0.009208,0.058751,0.021754,8180900.0,13.2,32463.8888888889,1372800.0,3899100.0,2909100.0,18.3,45.7,36.0,252.0,590.40632377,2.34288223718254,2.5514,6669222,0.885270161602058,0,0,0,0,0,117.638678,26.263406,0,2009,0,0,0,0.7460952527506347,11295.98673234753,8.574913235756734e-09,0.5846409071402932,0.4615869394007205
2010,福建省,350400,三明市,9751020,23800073.07,-2.44077779247709,0.15054152,0.04108,0.012185,0.019578,0.007624,0.001694,0.059823,0.027459,10057900.0,13.9,40213.9058814122,1566400.0,5146600.0,3345000.0,17.3,49.2,33.5,250.11,636.9474705,2.54666934748711,2.3663,8002444,0.795941178095092,0,0,0,0,0,117.638678,26.263406,0,2010,0,0,0,0.6499436521198461,12563.74249154036,5.1334317366044674e-09,0.643128524235846,-0.02697489822216449
2011,福建省,350400,三明市,12118142,25663293.98,-2.11775814972295,0.22161202,0.070069,0.017228,0.029929,0.008363,0.014549,0.053446,0.024223,12358300.0,14.1,49236.2549800797,1798000.0,6492900.0,4067400.0,16.1,50.4,33.5,251.0,712.59251544,2.83901400573705,2.0766,9751020,0.730787666767169,0,0,0,0,0,117.638678,26.263406,0,2011,0,0,0,0.6264381093194105,13683.865306919619,7.185812356040702e-09,0.6658688014176979,0.8794537098110734
2012,福建省,350400,三明市,13392862,27608850.64,-2.0614601001638,0.16621443,0.046866,0.012008,0.019532,0.006052,0.009273,0.047406,0.031409,13680100.0,12.2,54720.4,1925400.0,7235600.0,4519100.0,15.8,50.8,33.4,250.0,843.0612244,3.3722448976,2.0182,12118142,0.695701720940388,0,0,0,0,0,117.638678,26.263406,0,2012,0,0,0,0.6245646525512742,14373.976230047096,3.867424560629839e-09,0.5970882334932204,0.1729163927513084
2013,福建省,350400,三明市,14775868,28598454.95,-1.93548392216281,0.19573302,0.053855,0.011007,0.023168,0.007737,0.011944,0.059589,0.036588,15334700.0,11.17,61338.8,2081400.0,8422300.0,4831100.0,15.2,52.5,32.3,250.0,824.79653562,3.29918614248,1.865,13392862,0.615847856582111,0,0,0,0,0,117.638678,26.263406,0,2013,0,0,0,0.573608159291405,16237.776738395947,4.021171874988333e-09,0.6288648385983518,0.5493946002326667
2014,福建省,350400,三明市,16212064,29116790.25,-1.79599526932536,0.1450222,0.038564,0.009068,0.015703,0.005248,0.008545,0.047746,0.02991,16837600.0,9.6,67350.4,2240500.0,9302900.0,5294200.0,15.1,52.5,32.4,250.0,735.8032627,2.9432130508,1.7293,14775868,0.497976337295379,0,0,0,0,0,117.638678,26.263406,0,2014,0,0,0,0.5690913586086059,20081.275456404688,2.609931274426653e-09,0.6296009141391896,-0.09736795223036807
2015,福建省,350400,三明市,17130478,28126475.02,-1.64189668379365,0.18178467,0.051972,0.014023,0.023012,0.009919,0.005018,0.054469,0.032902,17129900.0,8.5,68246.6135458167,2275300.0,9293200.0,5561300.0,14.7,51.1,34.2,251.0,742.45685442,2.95799543593625,1.642,16212064,0.457965657192076,0,0,0,0,0,117.638678,26.263406,0,2015,0,0,0,0.5984268066973701,21835.698469865572,3.205760845750424e-09,0.5732274434643239,0.37149823711631863
2016,福建省,350400,三明市,18608197,27773400.45,-1.49253581365245,0.23327494,0.06534,0.018285,0.028448,0.007818,0.01079,0.067308,0.044526,19389800.0,7.8,77250.1992031873,2464500.0,10546900.0,6378400.0,14.8,50.1,35.1,251.0,729.32685612,2.90568468573705,1.4324,17130478,0.425748105873053,0,0,0,0,0,117.638678,26.263406,0,2016,0,0,0,0.604765381296874,23488.06691574982,3.814254336627384e-09,0.6156804264305993,1.0282018449895654
2017,福建省,350400,三明市,21072680,27413582.19,-1.3009063009546,0.20094667,0.057317,0.013211,0.028394,0.009097,0.006616,0.066227,0.035367,21438300.0,8.0,85411.5537848606,2500400.0,11738400.0,7199400.0,11.9,52.1,36.0,251.0,787.90096476,3.13904766836653,1.2787,18608197,0.423416070218947,0,0,0,0,0,117.638678,26.263406,0,2017,0,0,0,0.6133203843794724,23617.43141876744,3.0802016982085906e-09,0.63081877303857,0.6158891586257057
2018,福建省,350400,三明市,23537162,28252895.04,-1.20035266103874,0.25997975,0.08093,0.022345,0.039775,0.008837,0.009972,0.08077,0.028898,23544000.0,7.5,93800.796812749,2740400.0,12734700.0,8068900.0,11.6,52.6,35.8,251.0,809.3978853,3.22469277011952,1.2,21072680,0.384098218783752,0,0,0,0,0,117.638678,26.263406,0,2018,0,0,0,0.6336152402490832,26035.007482370056,3.8405176750180805e-09,0.6043227534418972,1.3687932824508484
2019,福建省,350400,三明市,26020000,28689391.15,-1.10258997501922,0.21326516,0.064433,0.01303,0.027916,0.010233,0.013253,0.051508,0.031563,26015600.0,8.0,104062.4,3031700.0,13680600.0,9303300.0,11.65,53.92,34.42,250.0,733.63648941,2.93454595764,1.1028,23537162,0.3116928410528,0,0,0,0,0,117.638678,26.263406,0,2019,0,0,0,0.6800359633349414,32082.867114378256,2.7375008082962596e-09,0.5812340502223675,0.772998391623523
2020,福建省,350400,三明市,27020000,28551091.09,-1.05666510325685,0.20671465,0.071175,0.020232,0.03467,0.0123,0.003973,0.048502,0.016422,26891900.0,4.1,108151.618741202,3145700.0,13497500.0,10248700.0,11.6,51.9,36.5,248.65,884.28636294,3.55634974035793,1.0617,26020000,0.339848717501922,0,0,0,0,0,117.638678,26.263406,0,2020,0,0,0,0.7593035747360622,29424.85725267878,2.7353958493466566e-09,0.5187355880092237,0.689453606358078
2021,福建省,350400,三明市,29530000,29069008.03,-0.984389029122926,0.19431119,0.048036,0.013769,0.019957,0.007499,0.006812,0.069223,0.046918,29627200.0,5.8,119464.516129032,3250900.0,15110200.0,11266000.0,11.0,50.9,38.1,248.0,1153.47885581,4.65112441858871,0.9812,27020000,0.426898170173945,0,0,0,0,0,117.638678,26.263406,0,2021,0,0,0,0.7455890722822994,23424.790028791573,1.7777942264988898e-09,0.5592227979274611,0.5312606714188844
2022,福建省,350400,三明市,31100000,28272350.9,-0.909078807073955,0.20961842,0.062183,0.015965,0.026581,0.006655,0.012982,0.054958,0.032689,29852100.0,3.1,121597.148676171,3396000.0,13867600.0,12588500.0,10.9,50.8,38.2,245.5,1499.63537248,6.10849438892057,0.9471,29530000,0.507834531825262,0,0,0,0,0,117.638678,26.263406,0,2022,0,0,0,0.9077634197698232,19691.453363870176,2.105756857433119e-09,0.46961056552658315,0.7264881030782174
2023,福建省,350400,三明市,30070000,28772698.51,-0.956857283338876,0.27185009,0.080724,0.022555,0.037601,0.010206,0.023547,0.045089,0.022856,28065200.0,1.8,115542.19843557,3550800.0,13425300.0,13094900.0,11.8,44.6,43.5,242.9,1566.1444,6.44769205434335,1.0252,31469030,0.497678,0,0,0,0,0,117.638678,26.263406,0,2023,0,0,0,0.9753897492048594,20093.31323471833,2.5651886950439845e-09,0.426619441400005,1.520186839033133
2024,福建省,350400,三明市,29230000,28727591.45,-0.982811886760178,0.30930092,0.083443,0.024309,0.039601,0.011003,0.033263,0.041671,0.026812,29229400.0,5.4,120832.575444399,3756300.0,12447000.0,13026100.0,12.9,42.6,44.6,241.9,1635.6011,6.76147622984704,0.9828,33535383,0.487724,0,0,0,0,0,117.638678,26.263406,0,2024,0,0,0,1.0465252671326424,20503.39963698973,2.48820775358373e-09,0.3711602160619427,1.9978323277603747
2000,河南省,411200,三门峡市,1686397,9518495.67,-5.64427929485169,0.05289274,0.015276,0.004575,0.007097,0.002924,0.000679,0.021831,0.011658,1619300.0,9.2,7356.1077545087,224200.0,818200.0,576900.0,13.8,50.5,35.6,220.13,307.641692,1.39754550492891,5.8782,17210000,0.178757520046485,0,0,0,0,0,111.200135,34.772493,0,2000,0,0,0,0.7050843314593009,55941.70246599736,8.876234747239977e-10,0.047542126670540384,-1.2723811881954152
2001,河南省,411200,三门峡市,1811926,9522435.46,-5.25542183290046,0.06149064,0.01862,0.003743,0.008683,0.002607,0.003587,0.02028,0.012022,1721000.0,7.0,7818.10748194249,208900.0,883300.0,628800.0,12.1,51.3,36.5,220.13,298.39533276,1.35554141988825,5.5331,18130000,0.164586504555985,0,0,0,0,0,111.200135,34.772493,0,2001,0,0,0,0.7118759198460319,60758.322968080734,1.0270270270270272e-09,0.04872035300606729,-1.162724121916031
2002,河南省,411200,三门峡市,1971858,10134790.59,-5.13971624224462,0.08963586,0.028707,0.005802,0.013662,0.004653,0.00459,0.027924,0.011043,1813700.0,8.7,8239.22227774497,201200.0,924000.0,688500.0,11.1,50.9,38.0,220.13,348.1380086,1.58151096443011,5.5879,2850119,1.22148586988824,0,0,0,0,0,111.200135,34.772493,0,2002,0,0,0,0.7451298701298701,8186.75045411287,1.007221101996092e-08,0.3241969896695541,-0.803761787510205
2003,河南省,411200,三门峡市,2245634,11191315.66,-4.98358844762771,0.07126057,0.02408,0.006685,0.011665,0.004551,0.001179,0.020519,0.009476,2089300.0,11.5,9452.56300049767,236000.0,1087000.0,766400.0,11.3,52.0,36.7,221.03,329.13293824,1.48908717477266,5.3565,1811926,1.81648112693344,0,0,0,0,0,111.200135,34.772493,0,2003,0,0,0,0.7050597976080957,5505.149407680261,1.3289725960110954e-08,0.5999141245282644,-1.0381190600340664
2004,河南省,411200,三门峡市,2746518,13660182.11,-4.97363647716855,0.07932709,0.022643,0.005646,0.011203,0.004355,0.001439,0.032068,0.015155,2427900.0,13.4,10966.1246612466,286100.0,1300100.0,841700.0,11.8,53.5,34.7,221.4,388.96819952,1.75685726973803,5.6263,1971858,1.97259741583826,0,0,0,0,0,111.200135,34.772493,0,2004,0,0,0,0.6474117375586493,5069.458126482679,1.1483078396111688e-08,0.6593273957861063,-0.9352391802629618
2005,河南省,411200,三门峡市,3351823,14476773.03,-4.31907443501641,0.09809265,0.030973,0.0078,0.014424,0.006188,0.002561,0.027498,0.015183,3077100.0,14.8,13515.6147054948,329000.0,1787700.0,960500.0,10.7,58.1,31.2,227.67,496.6984269,2.18165953748847,4.7047,2245634,2.21184051764446,0,0,0,0,0,111.200135,34.772493,0,2005,0,0,0,0.5372825418135034,4521.121627091668,1.3792541438186276e-08,0.7960780786183322,-0.6959044291388777
2006,河南省,411200,三门峡市,4121470,22263149.89,-5.40174983440374,0.10472848,0.030731,0.008679,0.013922,0.003194,0.004937,0.035903,0.017492,3683700.0,16.86,16332.8012769354,362100.0,2249700.0,1071800.0,9.8,61.1,29.1,225.54,561.52557765,2.48969396847566,6.0437,2746518,2.04449990005527,0,0,0,0,0,111.200135,34.772493,0,2006,0,0,0,0.4764190780993021,4891.171674662183,1.1189076496130738e-08,0.8191098692963236,-0.6112714780544588
2007,河南省,411200,三门峡市,5184183,21151916.06,-4.08008669061258,0.1037957,0.03252,0.00784,0.015643,0.00628,0.002756,0.032013,0.014986,4689300.0,18.7,21185.001129433,415800.0,2952600.0,1320900.0,8.9,63.0,28.2,221.35,598.32039384,2.70305124843009,4.5107,3351823,1.78505963423486,0,0,0,0,0,111.200135,34.772493,0,2007,0,0,0,0.4473684210526316,5602.053739950454,9.702182961331788e-09,0.8808937703452718,-0.6231680944705701
2008,河南省,411200,三门峡市,6542124,19842144.08,-3.03298196121015,0.0847577,0.025931,0.007342,0.010824,0.002673,0.005091,0.023476,0.01481,5715600.0,15.08,25750.5856911155,536900.0,3627700.0,1551000.0,9.4,63.5,27.1,221.96,642.3596492,2.89403338078933,3.4716,4121470,1.55856927067284,0,0,0,0,0,111.200135,34.772493,0,2008,0,0,0,0.42754362268103757,6416.140872380313,6.291687189279553e-09,0.8801956583452021,-0.8659775279167509
2009,河南省,411200,三门峡市,7027459,20571858.38,-2.92735373909688,0.12926003,0.036413,0.008187,0.017336,0.004967,0.005922,0.043938,0.024575,6146200.0,12.1,27566.3796196627,560000.0,3851900.0,1734300.0,9.1,62.7,28.2,222.96,626.43296169,2.80962038791711,3.3471,5184183,1.20835426081602,0,0,0,0,0,111.200135,34.772493,0,2009,0,0,0,0.45024533347179313,8275.71873934289,7.023864705393309e-09,0.7430100364898384,-0.2983976595306299
2010,河南省,411200,三门峡市,8744157,20911520.29,-2.39148499849671,0.11630032,0.039492,0.008469,0.017304,0.004475,0.009243,0.023301,0.011658,7553300.0,15.2,33804.6007876835,681700.0,4871900.0,1999700.0,9.0,64.5,26.5,223.44,647.84581125,2.89941734358217,2.7685,6542124,0.990268315381977,0,0,0,0,0,111.200135,34.772493,0,2010,0,0,0,0.41045587963628155,10098.273210067004,6.036571608853638e-09,0.7446969822033334,-0.463684971366264
2011,河南省,411200,三门峡市,10304485,21940264.94,-2.1291956793571,0.12331289,0.03457,0.007865,0.015032,0.006424,0.005249,0.040928,0.022831,8690900.0,13.1,39118.242787055,787600.0,5568900.0,2334400.0,9.1,64.1,26.9,222.17,678.74574591,3.05507379893775,2.5245,7027459,0.965848033990664,0,0,0,0,0,111.200135,34.772493,0,2011,0,0,0,0.4191851173481298,10353.595646596987,4.919274520135941e-09,0.7924485934389657,-0.3742471024356157
2012,河南省,411200,三门峡市,11273204,21574865.42,-1.91381841577603,0.09994374,0.028219,0.008445,0.01294,0.0029,0.003933,0.034647,0.020505,9500800.0,12.0,43477.9425224236,873700.0,5969500.0,2657500.0,9.2,62.8,28.0,218.52,686.60289792,3.14205975617792,2.2708,8744157,0.785213369247602,0,0,0,0,0,111.200135,34.772493,0,2012,0,0,0,0.4451796632883826,12735.39192230271,3.2271835924263483e-09,0.6826844485980753,-0.6722957457604825
2013,河南省,411200,三门峡市,11920868,21627045.7,-1.81421736235985,0.10406295,0.029796,0.008033,0.012997,0.005411,0.003355,0.040229,0.015758,10046400.0,5.75,46429.429706997,955600.0,6073600.0,3017200.0,9.5,60.5,30.0,216.38,642.72966528,2.97037464312783,2.1527,10304485,0.623737785323575,0,0,0,0,0,111.200135,34.772493,0,2013,0,0,0,0.49677291886195996,16032.378084666334,2.8915564436262462e-09,0.5894132506379504,-0.6197596050762803
2014,河南省,411200,三门峡市,12400597,19055629.2,-1.5366703070828,0.09439473,0.026463,0.005399,0.01111,0.00439,0.005564,0.033238,0.016968,10408900.0,9.0,48413.488372093,1068700.0,6000700.0,3339500.0,10.3,57.6,32.1,215.0,707.78863862,3.29204017962791,1.8307,11273204,0.6278504661319,0,0,0,0,0,111.200135,34.772493,0,2014,0,0,0,0.556518406185945,15927.359362506519,2.3474249201912782e-09,0.5322976502509845,-0.7430674641283358
2015,河南省,411200,三门峡市,12510383,18017207.33,-1.44018031502313,0.13413553,0.034423,0.009798,0.015467,0.00424,0.004919,0.04847,0.032497,10543700.0,3.3,49932.2788406895,1128200.0,5728800.0,3686700.0,10.7,54.3,35.0,211.16,625.25670414,2.96105656440614,1.7088,11920868,0.524506020987733,0,0,0,0,0,111.200135,34.772493,0,2015,0,0,0,0.643537913699204,19065.558067700178,2.8876252970840717e-09,0.4805690323892522,-0.2362158445938269
2016,河南省,411200,三门峡市,13258631,20542223.6,-1.54934725915519,0.1052767,0.032143,0.006948,0.013206,0.004184,0.007806,0.034547,0.01154,11113200.0,7.5,53475.1227023386,1172500.0,5754100.0,4186700.0,10.6,51.8,37.6,207.82,587.03739178,2.82473963901453,1.8485,12400597,0.473394459782864,0,0,0,0,0,111.200135,34.772493,0,2016,0,0,0,0.7276029266088528,21124.032597649737,2.592052624563156e-09,0.4640179823600428,-0.6042795152640467
2017,河南省,411200,三门峡市,14474200,24182953.36,-1.6707626922386,0.13726416,0.038584,0.008121,0.017717,0.005876,0.00687,0.046643,0.024501,12143200.0,8.15,59145.6821392041,1189600.0,6332300.0,4621300.0,9.8,52.1,38.1,205.31,680.17012984,3.31289333125517,1.9915,12510383,0.543684497780763,0,0,0,0,0,111.200135,34.772493,0,2017,0,0,0,0.7297980196768946,18393.020291765657,3.0841581748536396e-09,0.5061635603002722,-0.19631349782616628
2018,河南省,411200,三门峡市,15281244,24709299.98,-1.61696914073226,0.08332542,0.023824,0.006643,0.010026,0.003775,0.003381,0.033668,0.012788,13190100.0,8.02,64867.2174682797,1217400.0,6508400.0,5464300.0,9.2,49.4,41.4,203.34,701.09165425,3.44787869700993,1.8733,13258631,0.528781330629082,0,0,0,0,0,111.200135,34.772493,0,2018,0,0,0,0.8395765472312704,18911.408971461165,1.796867263294378e-09,0.4908802424624382,-0.8842447353616661
2019,河南省,411200,三门峡市,14440000,24464869.57,-1.69424304501385,0.15687378,0.054794,0.015599,0.024863,0.009272,0.005061,0.030296,0.013445,14066100.0,7.5,69627.2646272646,1361800.0,6773600.0,5930700.0,9.7,48.2,42.1,202.02,713.06368677,3.52966877918028,1.7393,14474200,0.492644627523456,0,0,0,0,0,111.200135,34.772493,0,2019,0,0,0,0.8755610015353726,20298.607639893293,3.7856323665556645e-09,0.46797750480164707,0.053786340512676736
2020,河南省,411200,三门峡市,14510000,24024440.17,-1.65571606960717,0.10004901,0.031781,0.008403,0.01357,0.003291,0.006517,0.031113,0.010539,14302500.0,3.1,70268.7432445711,1470000.0,6644500.0,6188000.0,10.3,46.4,43.3,203.54,685.86097116,3.36966184121057,1.6797,15281244,0.448825351627132,0,0,0,0,0,111.200135,34.772493,0,2020,0,0,0,0.9312965610655429,22280.381363813074,2.079739057893454e-09,0.43481407665501576,-0.6709531389184361
2021,河南省,411200,三门峡市,15830000,25933462.81,-1.63824780859128,0.1267541,0.039554,0.008157,0.018883,0.006266,0.006248,0.036496,0.017442,15490700.0,7.48,76009.3228655545,1504100.0,7171200.0,6815400.0,9.7,46.3,44.0,203.8,706.1515238,3.46492406182532,1.6741,14440000,0.489024600969529,0,0,0,0,0,111.200135,34.772493,0,2021,0,0,0,0.9503848728246319,20448.86899385885,2.739196675900277e-09,0.49662049861495844,-0.33035813035507494
2022,河南省,411200,三门峡市,16760000,25629907.28,-1.52923074463007,0.17975665,0.047597,0.010783,0.02198,0.006215,0.008619,0.058314,0.040414,16763700.0,4.59,82296.0235640648,1586300.0,7074200.0,7115100.0,9.5,48.1,42.4,203.7,795.48252609,3.90516704020619,1.5289,14510000,0.548230548649207,0,0,0,0,0,111.200135,34.772493,0,2022,0,0,0,1.0057815724746262,18240.50123554613,3.280289455547898e-09,0.487539627842867,0.3456329998425751
2023,河南省,411200,三门峡市,16200000,26597919.45,-1.64184687962963,0.26122348,0.058306,0.016075,0.027743,0.00883,0.013656,0.082798,0.066053,16202700.0,2.0,80211.3861386139,1748400.0,6960800.0,7493500.0,10.8,43.0,46.2,202.0,802.9602,3.9750504950495,1.6416,14945300,0.537266,0,0,0,0,0,111.200135,34.772493,0,2023,0,0,0,1.0765285599356396,18612.753160119268,3.901293383204084e-09,0.4657517748054572,1.3846557352641702
2024,河南省,411200,三门峡市,16190000,26624930.53,-1.64452937183447,0.35707623,0.076414,0.021445,0.037971,0.012588,0.018319,0.101303,0.098309,16186900.0,5.1,80133.1683168317,1809700.0,6711400.0,7665800.0,11.4063,41.704,47.6953,202.0,810.5085,4.01241831683168,1.6448,15393659,0.526521,0,0,0,0,0,111.200135,34.772493,0,2024,0,0,0,1.1422057990881187,18992.594155397506,4.9639919917675194e-09,0.435984712926277,2.607155573574833
2000,上海市,310000,上海市,45511500,71238765.24,-1.56529152499918,0.1455096,0.044683,0.0109,0.020242,0.007058,0.006483,0.040404,0.021092,48121500.0,11.0,29914.5857033625,748000.0,22158000.0,25216000.0,1.6,46.4,52.4,1608.63,2664.9215668,1.65664047468964,1.4804,45511500,0.585549051734177,1,2013,1,1,1,121.473701,31.230416,1,2000,0,0,0,1.138008845563679,17077.988548326983,9.817958098502576e-10,0.4868659569559342,-0.09115168382708683
2001,上海市,310000,上海市,49508400,69336069.88,-1.40049102536135,0.15209432,0.046675,0.011835,0.021441,0.00722,0.006179,0.045147,0.020595,52576600.0,10.5,31514.5085204965,760500.0,24138000.0,27678000.0,1.5,45.9,52.6,1668.33,2550.61109282,1.52884087250124,1.3188,49508400,0.51518754248168,1,2013,1,1,1,121.473701,31.230416,1,2001,0,0,0,1.146656723837932,19410.40723117951,9.4276930783463e-10,0.4875536272632523,-0.007170586411300544
2002,上海市,310000,上海市,54087600,80592789.53,-1.49004188631036,0.16792546,0.050214,0.012715,0.022137,0.007243,0.00812,0.05069,0.023468,57950200.0,11.4,33830.2480487107,777000.0,26353000.0,30821000.0,1.3,45.5,53.2,1712.97,3137.8791931,1.83183546302621,1.3907,54087600,0.580147611116041,1,2013,1,1,1,121.473701,31.230416,1,2002,0,0,0,1.1695442644101242,17236.992462595517,9.283828456060169e-10,0.48722812622486483,0.19473875985443997
